age,married,orientation,religion,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,MarriedN,OrientationN,ReligionN
42,Previously,Hetero,Christian Other,7.0,3.0,5.0,1.0,7.0,6.0,2.0,3.0,3.0,3.0,4.0,2.0,1.0,2.0
23,Never,Hetero,Agnostic,7.0,6.0,7.0,5.0,7.0,3.0,4.0,4.0,2.0,4.0,3.0,1.0,1.0,7.0
16,Never,Hetero,Agnostic,5.0,7.0,6.0,5.0,2.0,3.0,1.0,3.0,4.0,4.0,4.0,1.0,1.0,7.0
45,Married,Hetero,Christian,4.0,5.0,4.0,3.0,1.0,3.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0
19,Never,Hetero,Agnostic,1.0,7.0,6.0,7.0,7.0,5.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,7.0
18,Never,Homo,Christian,1.0,4.0,5.0,6.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0
35,Married,Bi,Agnostic,1.0,3.0,3.0,6.0,7.0,3.0,5.0,2.0,2.0,1.0,2.0,3.0,4.0,7.0
19,Married,Bi,Atheist,1.0,3.0,7.0,7.0,1.0,7.0,1.0,2.0,1.0,4.0,3.0,3.0,4.0,5.0
19,Never,Homo,Atheist,2.0,4.0,4.0,6.0,3.0,4.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,5.0
17,Never,Hetero,Atheist,5.0,3.0,5.0,6.0,2.0,5.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0
16,Never,Hetero,Hindu,7.0,6.0,3.0,7.0,7.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0
19,Never,Bi,Buddhist,2.0,5.0,4.0,6.0,7.0,5.0,6.0,4.0,1.0,2.0,2.0,1.0,4.0,9.0
15,Never,Hetero,Agnostic,1.0,2.0,7.0,7.0,1.0,7.0,5.0,1.0,2.0,4.0,2.0,1.0,1.0,7.0
35,Married,Hetero,Atheist,5.0,6.0,5.0,3.0,1.0,2.0,5.0,4.0,2.0,4.0,3.0,3.0,1.0,5.0
29,Married,New Types,Christian Other,4.0,6.0,4.0,5.0,1.0,4.0,4.0,2.0,1.0,4.0,2.0,3.0,5.0,2.0
18,Never,Hetero,Agnostic,6.0,6.0,1.0,7.0,7.0,2.0,7.0,1.0,1.0,1.0,3.0,1.0,1.0,7.0
41,Never,Hetero,Christian,5.0,5.0,5.0,5.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0
18,Never,Homo,Christian Other,5.0,3.0,5.0,4.0,1.0,5.0,1.0,4.0,4.0,4.0,3.0,1.0,2.0,2.0
36,Never,Hetero,Christian Other,4.0,7.0,7.0,4.0,1.0,5.0,1.0,3.0,2.0,4.0,3.0,1.0,1.0,2.0
47,Married,Hetero,Christian Other,2.0,6.0,6.0,6.0,2.0,3.0,6.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0
33,Never,Hetero,Christian,4.0,7.0,4.0,2.0,2.0,2.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0
29,Never,New Types,Muslim,4.0,7.0,7.0,6.0,1.0,6.0,6.0,2.0,2.0,2.0,2.0,1.0,5.0,4.0
20,Never,Hetero,Agnostic,1.0,7.0,6.0,7.0,7.0,7.0,2.0,2.0,3.0,4.0,4.0,1.0,1.0,7.0
17,Never,Asexual,Agnostic,6.0,3.0,7.0,2.0,3.0,6.0,1.0,4.0,1.0,3.0,4.0,1.0,3.0,7.0
54,Married,Hetero,Protestant,6.0,6.0,7.0,7.0,7.0,7.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,6.0
18,Never,Hetero,Christian Other,4.0,7.0,5.0,7.0,1.0,4.0,3.0,2.0,4.0,4.0,4.0,1.0,1.0,2.0
14,Never,New Types,Christian,2.0,4.0,6.0,7.0,7.0,5.0,2.0,4.0,3.0,4.0,4.0,1.0,5.0,3.0
13,Never,Hetero,Agnostic,2.0,5.0,6.0,5.0,1.0,2.0,1.0,4.0,3.0,4.0,4.0,1.0,1.0,7.0
17,Never,Hetero,Agnostic,2.0,6.0,5.0,6.0,1.0,2.0,5.0,2.0,1.0,4.0,1.0,1.0,1.0,7.0
30,Married,Hetero,Christian Other,2.0,3.0,4.0,4.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0
15,Never,Bi,Atheist,5.0,3.0,2.0,2.0,1.0,7.0,2.0,2.0,3.0,2.0,4.0,1.0,4.0,5.0
16,Never,Bi,Atheist,2.0,1.0,5.0,5.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,5.0
17,Never,Bi,Agnostic,2.0,4.0,5.0,7.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,1.0,4.0,7.0
35,Married,Hetero,Christian Other,5.0,4.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0
18,Never,Hetero,Hindu,1.0,6.0,7.0,7.0,7.0,5.0,2.0,4.0,3.0,2.0,3.0,1.0,1.0,8.0
18,Married,Hetero,Agnostic,3.0,7.0,1.0,7.0,7.0,1.0,7.0,1.0,1.0,2.0,1.0,3.0,1.0,7.0
22,Never,Hetero,Hindu,6.0,5.0,7.0,3.0,7.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,8.0
25,Never,Hetero,Atheist,2.0,5.0,3.0,7.0,7.0,4.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0
27,Married,Hetero,Christian Other,1.0,3.0,7.0,7.0,1.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0
55,Previously,Hetero,Christian,4.0,6.0,5.0,4.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0
17,Never,Bi,Other,3.0,1.0,1.0,6.0,1.0,7.0,2.0,1.0,4.0,2.0,4.0,1.0,4.0,1.0
16,Never,New Types,Atheist,5.0,3.0,6.0,6.0,1.0,7.0,2.0,4.0,3.0,4.0,4.0,1.0,5.0,5.0
55,Previously,Hetero,Agnostic,2.0,5.0,6.0,7.0,1.0,5.0,4.0,4.0,4.0,3.0,4.0,2.0,1.0,7.0
28,Previously,Hetero,Christian Other,7.0,5.0,6.0,3.0,1.0,5.0,6.0,4.0,1.0,4.0,2.0,2.0,1.0,2.0
19,Never,Hetero,Agnostic,3.0,3.0,1.0,7.0,1.0,5.0,4.0,2.0,1.0,4.0,1.0,1.0,1.0,7.0
19,Never,Hetero,Atheist,6.0,1.0,5.0,5.0,3.0,3.0,1.0,2.0,2.0,3.0,4.0,1.0,1.0,5.0
40,Never,Hetero,Buddhist,5.0,6.0,6.0,3.0,1.0,4.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,9.0
17,Never,Hetero,Agnostic,1.0,1.0,6.0,6.0,2.0,6.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,7.0
20,Never,Hetero,Christian,1.0,6.0,6.0,6.0,2.0,1.0,3.0,4.0,2.0,2.0,3.0,1.0,1.0,3.0
46,Married,Hetero,Christian Other,2.0,6.0,7.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,3.0,1.0,2.0
23,Never,Hetero,Atheist,2.0,4.0,7.0,5.0,6.0,2.0,1.0,4.0,3.0,4.0,2.0,1.0,1.0,5.0
21,Never,Hetero,Atheist,1.0,5.0,6.0,7.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,1.0,1.0,5.0
21,Never,Hetero,Muslim,6.0,5.0,6.0,5.0,7.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,4.0
18,Never,Asexual,Christian,1.0,1.0,7.0,7.0,6.0,5.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0
44,Never,Asexual,Protestant,2.0,3.0,2.0,4.0,3.0,5.0,6.0,1.0,4.0,2.0,4.0,1.0,3.0,6.0
18,Never,Hetero,Christian,5.0,6.0,3.0,4.0,2.0,3.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0
21,Never,Hetero,Muslim,4.0,6.0,7.0,6.0,6.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1.0,4.0
17,Never,Bi,Atheist,5.0,3.0,5.0,5.0,4.0,6.0,3.0,3.0,3.0,2.0,4.0,1.0,4.0,5.0
53,Married,Hetero,Other,3.0,5.0,1.0,5.0,4.0,5.0,7.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0
19,Never,Hetero,Christian Other,3.0,3.0,6.0,2.0,6.0,6.0,4.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0
22,Never,Hetero,Muslim,5.0,6.0,6.0,5.0,7.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,4.0
20,Never,Hetero,Muslim,1.0,6.0,7.0,6.0,7.0,6.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,4.0
21,Never,Hetero,Muslim,5.0,7.0,7.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,1.0,1.0,4.0
35,Never,Bi,Atheist,3.0,7.0,5.0,7.0,7.0,1.0,5.0,2.0,1.0,2.0,1.0,1.0,4.0,5.0
50,Never,Hetero,Agnostic,5.0,5.0,5.0,5.0,3.0,5.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,7.0
19,Never,Hetero,Christian Other,3.0,3.0,6.0,2.0,6.0,6.0,4.0,4.0,1.0,3.0,4.0,1.0,1.0,2.0
20,Never,Hetero,Muslim,6.0,4.0,6.0,3.0,6.0,7.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,4.0
21,Never,Hetero,Protestant,1.0,1.0,7.0,5.0,6.0,2.0,1.0,4.0,2.0,4.0,3.0,1.0,1.0,6.0
16,Never,Hetero,Christian Other,1.0,3.0,2.0,7.0,3.0,6.0,7.0,2.0,4.0,3.0,2.0,1.0,1.0,2.0
47,Married,Hetero,Agnostic,7.0,6.0,3.0,1.0,7.0,5.0,5.0,1.0,1.0,2.0,1.0,3.0,1.0,7.0
25,Never,Hetero,Christian,2.0,4.0,7.0,6.0,5.0,4.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0
25,Never,Bi,Other,4.0,6.0,6.0,7.0,6.0,1.0,5.0,3.0,3.0,3.0,3.0,1.0,4.0,1.0
17,Never,New Types,Christian,1.0,3.0,7.0,7.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,1.0,5.0,3.0
20,Never,Hetero,Christian,3.0,5.0,1.0,5.0,5.0,5.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0
19,Never,Hetero,Atheist,5.0,3.0,7.0,7.0,6.0,4.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,5.0
48,Married,Hetero,Christian Other,3.0,5.0,7.0,7.0,6.0,6.0,2.0,4.0,4.0,4.0,4.0,3.0,1.0,2.0
17,Never,Asexual,Christian,2.0,2.0,7.0,4.0,5.0,6.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0
31,Never,Hetero,Atheist,4.0,6.0,5.0,7.0,7.0,5.0,6.0,3.0,3.0,3.0,3.0,1.0,1.0,5.0
28,Never,Hetero,Agnostic,5.0,5.0,4.0,3.0,6.0,5.0,4.0,2.0,4.0,3.0,2.0,1.0,1.0,7.0
20,Never,Hetero,Christian Other,5.0,1.0,2.0,5.0,6.0,6.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0
17,Never,New Types,Christian,4.0,3.0,5.0,6.0,4.0,7.0,6.0,1.0,3.0,1.0,3.0,1.0,5.0,3.0
16,Never,Hetero,Christian,2.0,3.0,7.0,5.0,6.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0
16,Never,Bi,Atheist,1.0,5.0,2.0,7.0,4.0,3.0,1.0,2.0,4.0,4.0,4.0,1.0,4.0,5.0
15,Never,Hetero,Agnostic,7.0,5.0,3.0,5.0,7.0,5.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,7.0
19,Never,Hetero,Christian Other,2.0,6.0,3.0,6.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
18,Never,Hetero,Christian Other,3.0,3.0,3.0,5.0,3.0,5.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
16,Never,Hetero,Christian Other,6.0,7.0,7.0,5.0,7.0,4.0,5.0,3.0,3.0,4.0,2.0,1.0,1.0,2.0
43,Married,Hetero,Atheist,1.0,7.0,1.0,6.0,2.0,3.0,7.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0
14,Never,Asexual,Atheist,2.0,6.0,7.0,7.0,5.0,5.0,3.0,2.0,4.0,2.0,4.0,1.0,3.0,5.0
16,Never,Homo,Agnostic,7.0,1.0,7.0,7.0,7.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,2.0,7.0
14,Never,Hetero,Protestant,3.0,6.0,5.0,5.0,7.0,2.0,6.0,4.0,2.0,4.0,1.0,1.0,1.0,6.0
38,Never,Hetero,Christian,2.0,6.0,1.0,6.0,3.0,4.0,6.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0
23,Never,Bi,Other,5.0,2.0,7.0,3.0,5.0,6.0,3.0,3.0,2.0,3.0,3.0,1.0,4.0,1.0
22,Never,Hetero,Muslim,4.0,6.0,2.0,6.0,4.0,6.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0
40,Married,Hetero,Hindu,4.0,7.0,7.0,6.0,4.0,1.0,5.0,2.0,1.0,2.0,2.0,3.0,1.0,8.0
18,Never,Bi,Atheist,3.0,5.0,6.0,5.0,1.0,7.0,3.0,2.0,2.0,3.0,2.0,1.0,4.0,5.0
16,Never,Homo,Agnostic,7.0,1.0,7.0,5.0,7.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,2.0,7.0
38,Never,Hetero,Other,2.0,4.0,4.0,7.0,6.0,6.0,6.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0
50,Married,Hetero,Christian,2.0,7.0,5.0,7.0,7.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0
16,Never,Homo,Christian,1.0,4.0,6.0,7.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0
14,Never,Bi,Other,1.0,5.0,7.0,7.0,1.0,7.0,1.0,4.0,3.0,4.0,4.0,1.0,4.0,1.0
20,Never,Hetero,Agnostic,6.0,5.0,6.0,3.0,6.0,7.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,7.0
18,Never,Homo,Other,5.0,6.0,6.0,4.0,6.0,4.0,4.0,3.0,3.0,2.0,4.0,1.0,2.0,1.0
16,Never,Hetero,Christian,4.0,2.0,5.0,6.0,7.0,4.0,4.0,3.0,2.0,3.0,3.0,1.0,1.0,3.0
29,Married,Hetero,Atheist,1.0,7.0,6.0,5.0,4.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,5.0
58,Married,Hetero,Atheist,1.0,3.0,3.0,6.0,7.0,6.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,5.0
19,Never,Bi,Christian,2.0,6.0,7.0,6.0,6.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,4.0,3.0
18,Never,Asexual,Atheist,5.0,3.0,6.0,2.0,7.0,6.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,5.0
43,Previously,Hetero,Other,4.0,6.0,3.0,1.0,5.0,6.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0
28,Never,Homo,Other,2.0,7.0,7.0,7.0,6.0,1.0,4.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0
36,Previously,Bi,Atheist,2.0,7.0,2.0,6.0,1.0,1.0,7.0,1.0,1.0,1.0,2.0,2.0,4.0,5.0
17,Never,Asexual,Christian Other,3.0,7.0,7.0,7.0,7.0,7.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0
36,Married,Hetero,Protestant,1.0,3.0,5.0,7.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,6.0
18,Never,Homo,Atheist,2.0,5.0,5.0,3.0,2.0,6.0,2.0,3.0,4.0,2.0,4.0,1.0,2.0,5.0
17,Never,Hetero,Muslim,5.0,4.0,6.0,5.0,5.0,3.0,2.0,3.0,2.0,4.0,4.0,1.0,1.0,4.0
25,Never,Hetero,Atheist,5.0,3.0,4.0,5.0,6.0,6.0,5.0,2.0,3.0,2.0,3.0,1.0,1.0,5.0
16,Never,Hetero,Protestant,5.0,6.0,7.0,6.0,5.0,5.0,4.0,2.0,3.0,3.0,4.0,1.0,1.0,6.0
32,Married,Hetero,Mormon,4.0,3.0,6.0,4.0,4.0,5.0,5.0,2.0,3.0,1.0,2.0,3.0,1.0,10.0
35,Married,Hetero,Christian,7.0,6.0,6.0,1.0,7.0,5.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0
18,Never,Hetero,Other,2.0,6.0,4.0,5.0,5.0,6.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0
17,Never,Hetero,Atheist,5.0,4.0,7.0,5.0,5.0,4.0,2.0,3.0,2.0,4.0,3.0,1.0,1.0,5.0
27,Married,New Types,Atheist,6.0,6.0,5.0,7.0,6.0,1.0,6.0,2.0,2.0,2.0,1.0,3.0,5.0,5.0
23,Never,Hetero,Atheist,6.0,6.0,4.0,6.0,2.0,4.0,5.0,1.0,3.0,4.0,4.0,1.0,1.0,5.0
17,Never,Homo,Agnostic,3.0,3.0,2.0,5.0,6.0,7.0,1.0,1.0,4.0,3.0,4.0,1.0,2.0,7.0
68,Previously,Hetero,Other,5.0,6.0,2.0,5.0,5.0,2.0,7.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
22,Never,Homo,Agnostic,4.0,4.0,2.0,3.0,5.0,5.0,5.0,1.0,2.0,2.0,3.0,1.0,2.0,7.0
23,Never,Hetero,Christian,7.0,6.0,2.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0
21,Never,Hetero,Christian,2.0,5.0,5.0,3.0,6.0,6.0,4.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0
17,Never,Hetero,Muslim,2.0,3.0,5.0,6.0,5.0,5.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0
22,Married,Bi,Atheist,1.0,3.0,7.0,7.0,5.0,5.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0
42,Married,Hetero,Christian,4.0,5.0,5.0,4.0,3.0,5.0,4.0,2.0,1.0,4.0,3.0,3.0,1.0,3.0
35,Married,Hetero,Christian,3.0,3.0,5.0,5.0,6.0,5.0,4.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0
22,Never,Hetero,Atheist,4.0,3.0,6.0,6.0,6.0,4.0,3.0,4.0,3.0,4.0,3.0,1.0,1.0,5.0
17,Never,Hetero,Atheist,2.0,6.0,7.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,4.0,1.0,1.0,5.0
14,Never,Hetero,Buddhist,1.0,6.0,7.0,7.0,7.0,7.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,9.0
24,Never,Hetero,Muslim,2.0,1.0,5.0,6.0,7.0,6.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0
19,Never,New Types,Agnostic,1.0,6.0,7.0,5.0,4.0,7.0,2.0,4.0,4.0,4.0,4.0,1.0,5.0,7.0
48,Married,New Types,Christian,4.0,7.0,1.0,7.0,7.0,1.0,6.0,2.0,3.0,4.0,4.0,3.0,5.0,3.0
49,Married,Bi,Atheist,2.0,4.0,7.0,3.0,7.0,2.0,1.0,3.0,3.0,4.0,2.0,3.0,4.0,5.0
39,Never,Bi,Atheist,1.0,5.0,7.0,7.0,1.0,5.0,5.0,1.0,3.0,2.0,2.0,1.0,4.0,5.0
16,Never,Bi,Other,5.0,1.0,5.0,6.0,1.0,7.0,7.0,1.0,3.0,1.0,3.0,1.0,4.0,1.0
20,Never,Hetero,Protestant,5.0,6.0,6.0,5.0,6.0,5.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,6.0
43,Married,New Types,Christian Other,2.0,7.0,5.0,6.0,6.0,1.0,7.0,1.0,1.0,1.0,1.0,3.0,5.0,2.0
30,Married,New Types,Other,4.0,4.0,5.0,4.0,4.0,5.0,3.0,2.0,1.0,3.0,2.0,3.0,5.0,1.0
49,Married,Hetero,Protestant,6.0,5.0,6.0,5.0,7.0,4.0,5.0,2.0,3.0,2.0,3.0,3.0,1.0,6.0
18,Never,Bi,Atheist,1.0,1.0,7.0,5.0,5.0,7.0,3.0,4.0,3.0,4.0,4.0,1.0,4.0,5.0
21,Never,Hetero,Christian Other,2.0,1.0,6.0,7.0,1.0,7.0,1.0,4.0,3.0,2.0,4.0,1.0,1.0,2.0
29,Never,Homo,Atheist,6.0,1.0,2.0,4.0,2.0,7.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,5.0
47,Married,Hetero,Other,5.0,6.0,5.0,5.0,6.0,5.0,7.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0
21,Never,Hetero,Hindu,1.0,6.0,5.0,7.0,6.0,4.0,4.0,1.0,2.0,2.0,3.0,1.0,1.0,8.0
51,Previously,Hetero,Muslim,6.0,5.0,3.0,2.0,7.0,5.0,6.0,2.0,3.0,3.0,4.0,2.0,1.0,4.0
20,Never,Hetero,Atheist,3.0,4.0,5.0,6.0,6.0,4.0,5.0,3.0,1.0,2.0,1.0,1.0,1.0,5.0
55,Married,Hetero,Other,3.0,3.0,5.0,5.0,5.0,5.0,2.0,3.0,4.0,3.0,4.0,3.0,1.0,1.0
18,Never,Asexual,Atheist,2.0,6.0,5.0,5.0,6.0,5.0,4.0,2.0,3.0,1.0,3.0,1.0,3.0,5.0
20,Never,Hetero,Atheist,1.0,1.0,7.0,7.0,5.0,7.0,3.0,4.0,4.0,4.0,4.0,1.0,1.0,5.0
16,Never,Hetero,Christian,2.0,2.0,5.0,7.0,6.0,7.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0
15,Never,Hetero,Christian,1.0,3.0,5.0,7.0,6.0,5.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,3.0
17,Never,Bi,Atheist,3.0,3.0,6.0,4.0,5.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,4.0,5.0
18,Never,Hetero,Agnostic,2.0,7.0,2.0,7.0,3.0,5.0,3.0,2.0,3.0,2.0,4.0,1.0,1.0,7.0
22,Never,Hetero,Buddhist,1.0,4.0,7.0,7.0,5.0,6.0,2.0,4.0,4.0,4.0,4.0,1.0,1.0,9.0
23,Never,Hetero,Christian Other,7.0,7.0,7.0,7.0,7.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0
22,Never,Hetero,Muslim,6.0,7.0,3.0,7.0,7.0,5.0,7.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0
50,Never,Hetero,Christian,1.0,1.0,7.0,7.0,6.0,7.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0
37,Married,Hetero,Atheist,1.0,5.0,5.0,7.0,5.0,5.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,5.0
15,Never,Hetero,Christian,7.0,2.0,6.0,6.0,4.0,6.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0
54,Married,Hetero,Jewish,5.0,6.0,5.0,2.0,5.0,2.0,5.0,2.0,1.0,2.0,1.0,3.0,1.0,
19,Never,Hetero,Christian Other,1.0,1.0,5.0,6.0,7.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
53,Never,Hetero,Agnostic,1.0,5.0,3.0,7.0,4.0,6.0,5.0,2.0,2.0,3.0,2.0,1.0,1.0,7.0
38,Married,Hetero,Protestant,5.0,3.0,6.0,5.0,7.0,7.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,6.0
62,Previously,Bi,Protestant,4.0,3.0,5.0,7.0,7.0,5.0,4.0,4.0,2.0,3.0,2.0,2.0,4.0,6.0
61,Previously,Hetero,Christian Other,6.0,7.0,2.0,3.0,5.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0
15,Never,Hetero,Christian,6.0,6.0,5.0,3.0,7.0,4.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0
25,Never,Hetero,Agnostic,6.0,3.0,7.0,1.0,5.0,6.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,7.0
35,Married,Hetero,Protestant,6.0,5.0,6.0,3.0,7.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,6.0
18,Never,Bi,Other,1.0,4.0,5.0,5.0,3.0,5.0,1.0,2.0,3.0,2.0,3.0,1.0,4.0,1.0
35,Married,Hetero,Christian Other,6.0,7.0,6.0,5.0,5.0,1.0,5.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0
16,Never,New Types,Christian Other,4.0,4.0,6.0,5.0,7.0,5.0,4.0,2.0,3.0,2.0,3.0,1.0,5.0,2.0
21,Never,Bi,Buddhist,6.0,7.0,5.0,3.0,3.0,1.0,3.0,4.0,2.0,3.0,3.0,1.0,4.0,9.0
21,Never,Hetero,Protestant,6.0,6.0,2.0,5.0,7.0,6.0,5.0,3.0,2.0,2.0,3.0,1.0,1.0,6.0
15,Never,Bi,Atheist,3.0,6.0,2.0,6.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,1.0,4.0,5.0
13,Never,Bi,Atheist,2.0,4.0,7.0,5.0,5.0,5.0,2.0,4.0,1.0,1.0,3.0,1.0,4.0,5.0
19,Never,Asexual,Atheist,1.0,5.0,4.0,7.0,2.0,3.0,4.0,2.0,3.0,3.0,4.0,1.0,3.0,5.0
16,Never,Hetero,Protestant,5.0,6.0,1.0,6.0,1.0,2.0,7.0,2.0,1.0,1.0,2.0,1.0,1.0,6.0
17,Never,Bi,Agnostic,3.0,2.0,7.0,5.0,6.0,7.0,2.0,2.0,3.0,3.0,4.0,1.0,4.0,7.0
16,Never,Bi,Atheist,6.0,4.0,2.0,1.0,2.0,7.0,2.0,4.0,4.0,1.0,4.0,1.0,4.0,5.0
33,Never,Hetero,Other,5.0,5.0,5.0,5.0,7.0,7.0,5.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0
20,Never,Hetero,Muslim,2.0,3.0,7.0,7.0,1.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0
22,Never,Hetero,Agnostic,3.0,3.0,6.0,5.0,7.0,4.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,7.0
21,Never,Hetero,Agnostic,7.0,4.0,5.0,3.0,7.0,5.0,1.0,2.0,4.0,2.0,4.0,1.0,1.0,7.0
16,Never,Bi,Agnostic,7.0,5.0,7.0,2.0,6.0,6.0,7.0,3.0,2.0,4.0,2.0,1.0,4.0,7.0
35,Previously,Hetero,Agnostic,1.0,5.0,7.0,7.0,2.0,5.0,3.0,4.0,3.0,3.0,4.0,2.0,1.0,7.0
21,Never,Hetero,Christian,3.0,5.0,6.0,7.0,1.0,3.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,3.0
25,Never,New Types,Christian Other,4.0,6.0,6.0,6.0,7.0,1.0,6.0,3.0,2.0,4.0,3.0,1.0,5.0,2.0
30,Never,Homo,Atheist,5.0,5.0,3.0,3.0,1.0,5.0,1.0,1.0,3.0,4.0,4.0,1.0,2.0,5.0
14,Never,Bi,Mormon,5.0,7.0,5.0,7.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,1.0,4.0,10.0
35,Never,Hetero,Agnostic,3.0,3.0,2.0,5.0,6.0,6.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,7.0
